Отметка времени,Укажите ваш возраст,Укажите ваш пол,Укажите ваш город,Какая цветовая гамма интернет-магазина вам нравится?,Сколько по времени вы готовы ждать свой заказ?,Что из перечисленного могло бы мотивировать вас к покупке?,Как долго вы готовы ждать ответа от менеджера  по вашему заказу?,Какой способ обратной связи с менеджером вам наиболее удобен?,Вы когда-нибудь покупали мерч? ,"Вам важно, какого размера будет логотип на мерче?",Какой мерч вам интереснее всего?,"Вам был бы интересен мерч без логотипа, который отражал бы философию конкретного бренда? Пример - футболки с надписью ""Иноагент"", выпущенные ""Медузой"" совместно с другими брендами ",Вам нравятся цитаты в виде принта на мерче?,Как вы относитесь к юмористическим цитатам на мерче?,"Вы обычно покупаете мерч после важных мероприятий? Например, после концерта или интересной отраслевой конференции","Вам важно, чтобы вы сами могли придумать свой дизайн для мерча: выбрать уникальное сочетание цвета и принта?",Мерч в качестве бонуса мотивировал бы вас лучше учиться?,"Вам важно, чтобы мерч был уникальным продуктом, который больше ни у кого не встретишь?","Вы готовы платить за лимитированный мерч? Лимитированная коллекция - та, которая выпускается один раз ограниченным тиражом",Обращаете ли вы внимание на экологичность товаров при покупке вещей?,"Вы с большей вероятностью купите мерч, если будете знать, что вырученные средства пойдут на благотворительность?",Вы бы купили мерч в подарок для благотворительного фонда/детского дома? 
05.11.2021 20:45:16,30-39 лет,Женский,Лабинск,"Яркая (синий, красный, зеленый и тд.)",4-7 рабочих дней,"Наличие промокода, Скидка, Система лояльности",1-3 часа,"Получить ответ на телефон (смс), Получить ответ в мессенджере/в соцсетях","Нет, но планирую","Да, нравится, когда логотип маленького размера",Все перечисленное ,Да,Да,Нравится,Я никогда не покупал мерч,"Нет, дизайнерам виднее",Да,Да,Да,"Да, большая часть моих вещей - экологичные",Нет,Нет
05.11.2021 20:54:41,23-29 лет,Женский,Москва,Неважно,1-3 рабочих дня,Скидка,В течение суток,Получить ответ в мессенджере/в соцсетях,Да,"Нет, мне неважно, какого размера будет логотип","Одежда (футболки, худи и др.)",Да,Да,Нравится,Да,"Нет, дизайнерам виднее",Да,Нет,Да,"Да, большая часть моих вещей - экологичные",Да,Да
05.11.2021 20:57:59,больше 50 лет,Женский,Москва,"Яркая (синий, красный, зеленый и тд.)",Неважно,Система лояльности,В течение часа,Получить ответ на почту,Нет и не планирую,"Нет, мне неважно, какого размера будет логотип","Одежда (футболки, худи и др.)",Нет,Да,Нравится,Я никогда не покупал мерч,"Нет, дизайнерам виднее",Да,Нет,Нет,"Нет, для меня это неважный критерий при выборе товара",Да,Да
05.11.2021 20:59:13,23-29 лет,Женский,Москва,Неважно,1-3 рабочих дня,Скидка,В течение суток,Получить ответ в мессенджере/в соцсетях,Да,"Нет, мне неважно, какого размера будет логотип","Одежда (футболки, худи и др.)",Да,Да,Нравится,Да,"Нет, дизайнерам виднее",Да,Да,Да,"Да, большая часть моих вещей - экологичные",Да,Да
05.11.2021 21:53:04,23-29 лет,Мужской,Нижний Новгород,"Сдержанные оттенки (белый, черный, серый)",Неважно,"Наличие промокода, Скидка",В течение суток,"Получить ответ на почту, Получить ответ в мессенджере/в соцсетях",Да,"Да, нравится, когда логотип маленького размера","Аксессуары (шоперы, шарфы и др.)",Да,Да,Нравится,Нет,"Нет, дизайнерам виднее",Да,Нет,Нет,"Нет, для меня это неважный критерий при выборе товара",Нет,Нет
05.11.2021 22:38:59,больше 50 лет,Мужской,Ростов-на-Дону,Неважно,1-3 рабочих дня,"Наличие промокода, Скидка, Система лояльности",Неважно,"Получить ответ на почту, Получить ответ на телефон (звонок), Получить ответ в мессенджере/в соцсетях",Да,"Нет, мне неважно, какого размера будет логотип","Одежда (футболки, худи и др.)",Да,Да,Нравится,Нет,"Да, люблю эксперименты",Нет,Да,Да,"Да, большая часть моих вещей - экологичные",Нет,Нет
05.11.2021 23:27:25,23-29 лет,Мужской,Москва,"Сдержанные оттенки (белый, черный, серый)",Неважно,"Наличие промокода, Скидка",Неважно,"Получить ответ на почту, Получить ответ в мессенджере/в соцсетях","Нет, но планирую","Да, нравится, когда логотип маленького размера","Канцтовары (блокноты, ручки, стикеры и др.)",Да,Да,Нравится,Нет,"Нет, дизайнерам виднее",Да,Нет,Нет,"Нет, для меня это неважный критерий при выборе товара",Нет,Нет
06.11.2021 1:40:23,до 18 лет,Мужской,Зеленокумск,"Сдержанные оттенки (белый, черный, серый)",более 7 рабочих дней,Скидка,В течение суток,"На самом сайте (чат), Получить ответ на почту, Получить ответ на телефон (звонок), Получить ответ на телефон (смс), Получить ответ в мессенджере/в соцсетях","Нет, но планирую","Да, нравится, когда логотип крупный","Одежда (футболки, худи и др.)",Да,Да,Нравится,Я никогда не покупал мерч,"Да, люблю эксперименты",Да,Да,Да,"Да, большая часть моих вещей - экологичные",Да,Нет
06.11.2021 2:53:40,23-29 лет,Женский,Казань,"Сдержанные оттенки (белый, черный, серый)",1-3 рабочих дня,"Наличие промокода, Система лояльности",В течение часа,"На самом сайте (чат), Получить ответ в мессенджере/в соцсетях","Нет, но планирую","Да, нравится, когда логотип маленького размера","Одежда (футболки, худи и др.)",Да,Да,Нравится,Нет,"Да, люблю эксперименты",Да,Да,Нет,"Да, большая часть моих вещей - экологичные",Да,Да
06.11.2021 8:31:14,30-39 лет,Женский,Москва,"Сдержанные оттенки (белый, черный, серый)",4-7 рабочих дней,"Наличие промокода, Скидка",1-3 часа,"На самом сайте (чат), Получить ответ в мессенджере/в соцсетях",Да,"Да, нравится, когда логотип маленького размера","Посуда (кружки, термокружки и др.)",Да,Да,Нравится,Нет,"Да, люблю эксперименты",Да,Да,Нет,"Да, большая часть моих вещей - экологичные",Да,Да
06.11.2021 9:05:35,30-39 лет,Женский,Тула ,"Сдержанные оттенки (белый, черный, серый)",4-7 рабочих дней,"Скидка, Система лояльности",В течение суток,"Получить ответ на почту, Получить ответ на телефон (смс), Получить ответ в мессенджере/в соцсетях",Нет и не планирую,"Нет, мне неважно, какого размера будет логотип","Канцтовары (блокноты, ручки, стикеры и др.)",Да,Да,Нравится,Я никогда не покупал мерч,"Нет, дизайнерам виднее",Нет,Нет,Нет,"Да, большая часть моих вещей - экологичные",Да,Да
06.11.2021 9:49:22,18-22 лет,Женский,Урал,"Сдержанные оттенки (белый, черный, серый)",Неважно,"Наличие промокода, Скидка, Система лояльности",В течение суток,"На самом сайте (чат), Получить ответ на телефон (смс), Получить ответ в мессенджере/в соцсетях",Да,"Да, нравится, когда логотип маленького размера","Одежды сликом много у всех - я бы предпочла термос, кружку в офис, полиграфию, сумку для спорта, герму, чехол на телефон, кольца\кольце\браслеты",Да,Да,Нравится,Нет,"Нет, дизайнерам виднее",Да,Да,Да,"Да, большая часть моих вещей - экологичные",Да,Да
06.11.2021 10:03:29,30-39 лет,Женский,Москва,"Сдержанные оттенки (белый, черный, серый)",1-3 рабочих дня,Скидка,В течение часа,Получить ответ на почту,Да,"Не люблю, когда на мерче есть логотип","Одежда (футболки, худи и др.)",Да,Да,Нравится,Да,"Нет, дизайнерам виднее",Да,Да,Нет,"Нет, для меня это неважный критерий при выборе товара",Нет,Нет
06.11.2021 11:20:53,больше 50 лет,Женский,Шадринск Курганской области,"Яркая (синий, красный, зеленый и тд.)",более 7 рабочих дней,Скидка,В течение суток,Получить ответ в мессенджере/в соцсетях,"Нет, но планирую","Да, нравится, когда логотип маленького размера","Одежда (футболки, худи и др.)",Да,Нет,Не нравится,Я никогда не покупал мерч,"Да, люблю эксперименты",Нет,Да,Нет,"Да, большая часть моих вещей - экологичные",Нет,Нет
06.11.2021 12:45:46,30-39 лет,Мужской,Красноярск,"Сдержанные оттенки (белый, черный, серый)",1-3 рабочих дня,"Наличие промокода, Скидка, Система лояльности",В течение часа,"На самом сайте (чат), Получить ответ на почту, Получить ответ в мессенджере/в соцсетях",Да,"Да, нравится, когда логотип маленького размера","Одежда (футболки, худи и др.)",Да,Нет,Не нравится,Нет,"Нет, дизайнерам виднее",Да,Да,Нет,"Нет, для меня это неважный критерий при выборе товара",Нет,Нет
06.11.2021 15:41:43,23-29 лет,Женский,Владимир,"Яркая (синий, красный, зеленый и тд.)",1-3 рабочих дня,"Наличие промокода, Скидка",В течение часа,Неважно,"Нет, но планирую","Да, нравится, когда логотип маленького размера","Аксессуары (шоперы, шарфы и др.)",Да,Да,Нравится,Я никогда не покупал мерч,"Да, люблю эксперименты",Да,Да,Да,"Нет, для меня это неважный критерий при выборе товара",Да,Да
06.11.2021 15:56:01,30-39 лет,Мужской,Краматорск,"Сдержанные оттенки (белый, черный, серый)",1-3 рабочих дня,Ничего из перечисленного,В течение суток,Получить ответ на телефон (звонок),Да,"Да, нравится, когда логотип крупный","Канцтовары (блокноты, ручки, стикеры и др.)",Нет,Да,Нравится,Нет,"Нет, дизайнерам виднее",Нет,Да,Нет,"Нет, для меня это неважный критерий при выборе товара",Нет,Нет
06.11.2021 17:50:54,18-22 лет,Женский,Москва,"Сдержанные оттенки (белый, черный, серый)",Неважно,"Наличие промокода, Скидка",В течение суток,"Получить ответ на почту, Получить ответ на телефон (смс), Получить ответ в мессенджере/в соцсетях",Да,"Да, нравится, когда логотип маленького размера","Аксессуары (шоперы, шарфы и др.)",Да,Да,Нравится,Нет,"Да, люблю эксперименты",Да,Нет,Да,"Да, большая часть моих вещей - экологичные",Да,Да
07.11.2021 6:33:27,40-49 лет,Женский,Ижевск,"Яркая (синий, красный, зеленый и тд.)",1-3 рабочих дня,Скидка,В течение часа,На самом сайте (чат),Нет и не планирую,"Нет, мне неважно, какого размера будет логотип","Одежда (футболки, худи и др.)",Да,Да,Нравится,Я никогда не покупал мерч,"Нет, дизайнерам виднее",Да,Да,Да,"Да, большая часть моих вещей - экологичные",Да,Да
07.11.2021 8:54:24,30-39 лет,Женский,Москва,"Сдержанные оттенки (белый, черный, серый)",Неважно,Скидка,1-3 часа,Получить ответ в мессенджере/в соцсетях,Нет и не планирую,"Да, нравится, когда логотип маленького размера","Канцтовары (блокноты, ручки, стикеры и др.)",Да,Да,Нравится,Я никогда не покупал мерч,"Да, люблю эксперименты",Да,Да,Да,"Да, большая часть моих вещей - экологичные",Нет,Да
07.11.2021 10:20:39,40-49 лет,Женский,Киев,"Сдержанные оттенки (белый, черный, серый)",Неважно,"Наличие промокода, Скидка",В течение часа,Получить ответ в мессенджере/в соцсетях,"Нет, но планирую","Да, нравится, когда логотип маленького размера","Одежда (футболки, худи и др.)",Да,Да,Нравится,Я никогда не покупал мерч,"Да, люблю эксперименты",Да,Да,Да,"Нет, для меня это неважный критерий при выборе товара",Нет,Нет
